Date,Open,High,Low,Close,ma_150
1999-03-10,43.181444,43.207838,42.468791,43.128654,43.128654
1999-03-11,43.445407,43.696155,42.495203,43.339828,43.131451
1999-03-12,43.181441,43.207835,41.940898,42.284027,43.120227
1999-03-15,42.60077,43.550973,42.152063,43.498184,43.125233
1999-03-16,43.682937,44.05246,43.207836,43.867699,43.135067
1999-03-17,43.86771,43.920499,43.419003,43.550976,43.140576
1999-03-18,43.49817,44.421979,43.484973,44.395584,43.157198
1999-03-19,44.976272,44.976272,43.234233,43.260628,43.158568
1999-03-22,43.445387,43.550965,42.653551,42.732735,43.152928
1999-03-23,42.49519,42.653557,41.149069,41.228252,43.127436
1999-03-24,41.597773,42.653554,40.964304,42.627159,43.120809
1999-03-25,43.287034,44.184448,43.003293,44.184448,43.134897
1999-03-26,43.814913,44.316409,43.524574,43.709335,43.142506
1999-03-29,44.237226,45.319401,43.973281,45.293007,43.170989
1999-03-30,45.240218,45.609741,44.791511,44.976273,43.1949
1999-03-31,45.715312,45.768101,44.18443,44.316402,43.209755
1999-04-01,45.609716,45.662505,44.501146,45.240192,43.236648
1999-04-05,45.972662,46.942661,45.688921,46.876675,43.28486
1999-04-06,46.823878,47.483741,46.42796,46.969048,43.333657
1999-04-07,47.404551,47.51013,45.477752,46.480743,43.375341
1999-04-08,46.40157,47.07463,45.451367,46.850277,43.421366
1999-04-09,46.771086,47.246188,46.639114,47.14061,43.470628
1999-04-12,46.032055,47.140625,45.979266,46.823891,43.515042
1999-04-13,47.114238,47.219816,45.820906,46.19043,43.550477
1999-04-14,46.771106,46.823895,44.349408,44.606754,43.564468
1999-04-15,44.765114,45.286406,43.181443,45.213821,43.586314
1999-04-16,45.108245,45.108245,43.656546,43.894096,43.59039
1999-04-19,44.18442,44.553943,41.3932,41.835308,43.567144
1999-04-20,41.650562,43.128655,41.254644,42.785526,43.556791
1999-04-21,43.181421,44.923459,42.600742,44.897064,43.574543
1999-04-22,45.31939,46.243198,45.022451,46.111225,43.608142
1999-04-23,45.873671,47.061425,45.39857,46.718296,43.649336
1999-04-26,47.035038,48.143608,46.883269,47.79388,43.704231
1999-04-27,48.143607,48.381158,46.460957,47.061432,43.748697
1999-04-28,46.665518,46.823885,45.246813,45.45137,43.771249
1999-04-29,45.240223,45.504168,44.131653,45.081856,43.788608
1999-04-30,45.715317,45.952868,43.762123,45.372189,43.809582
1999-05-03,45.240214,45.424976,44.375793,45.134636,43.827133
1999-05-04,45.213833,45.926485,44.158052,44.421997,43.835012
1999-05-05,44.448371,45.768097,43.10225,45.768097,43.860616
1999-05-06,45.345802,45.74172,43.682946,44.105259,43.863856
1999-05-07,44.501184,44.870708,43.550981,44.738735,43.875444
1999-05-10,45.029068,45.490972,44.501177,45.187435,43.892821
1999-05-11,45.556934,46.137613,45.292989,45.900063,43.919407
1999-05-12,46.11123,47.008644,44.76511,46.850277,43.958226
1999-05-13,47.219806,47.29899,45.768107,45.979263,43.984995
1999-05-14,45.081848,45.609738,44.765113,45.108242,43.999873
1999-05-17,44.712334,46.058455,44.270226,45.919884,44.025303
1999-05-18,45.873692,46.137637,45.187434,45.715324,44.047688
1999-05-19,45.900071,46.375172,45.187419,46.348778,44.078166
1999-05-20,46.447756,46.447756,45.002656,45.075241,44.091372
1999-05-21,45.213816,45.345788,44.42198,44.659531,44.098897
1999-05-24,44.738719,44.817902,43.234231,43.52457,44.09129
1999-05-25,43.471777,44.105246,41.914501,42.099262,44.064906
1999-05-26,42.653555,43.445391,41.333829,43.273827,44.054428
1999-05-27,43.102265,43.861108,42.54798,43.234238,44.043564
1999-05-28,43.498192,44.18445,42.943907,43.946899,44.042284
1999-06-01,43.867701,44.078857,42.732737,42.970287,44.028085
1999-06-02,42.943893,43.92049,41.868316,43.696136,44.023689
1999-06-03,44.026081,44.026081,42.811933,43.075878,44.011135
1999-06-04,43.392592,44.547353,43.392592,44.395584,44.016227
1999-06-07,44.705724,45.603138,44.606745,45.319397,44.033488
1999-06-08,45.424991,45.636148,43.953496,44.184448,44.035487
1999-06-09,44.342805,45.048859,44.316411,44.923485,44.047249
1999-06-10,44.448363,44.712308,43.874283,44.408772,44.052037
1999-06-11,44.712315,44.758505,43.3398,43.735718,44.047847
1999-06-14,43.894088,43.894088,42.811913,42.910892,44.032788
1999-06-15,43.016487,43.808322,42.891113,43.550976,44.026407
1999-06-16,44.63315,45.78791,44.580361,45.78791,44.049738
1999-06-17,45.18742,46.507146,45.18742,46.29599,44.07949
1999-06-18,45.873695,46.639137,45.794512,46.507164,44.111644
1999-06-21,46.823902,47.925873,46.744718,47.899479,44.161814
1999-06-22,47.615712,48.222786,46.454353,46.454353,44.192179
1999-06-23,46.460953,47.298979,46.164014,47.186802,44.231843
1999-06-24,47.167015,47.19341,46.032051,46.249805,44.258571
1999-06-25,46.559953,46.929477,45.768117,46.19043,44.284158
1999-06-28,46.586342,47.351783,46.203621,47.285797,44.323915
1999-06-29,47.246199,48.117219,47.008649,47.932457,44.37171
1999-06-30,47.97863,50.62468,47.411148,48.671486,44.428661
1999-07-01,48.829881,49.278588,47.985256,49.001446,44.489228
1999-07-02,48.988236,49.674493,48.988236,49.621704,44.557208
1999-07-06,49.885638,50.387134,49.041013,49.304958,44.620092
1999-07-07,49.278589,49.595323,48.93546,49.384167,44.683192
1999-07-08,49.384151,50.248572,49.1466,50.044014,44.754196
1999-07-09,50.228783,50.598306,49.859259,50.545517,44.830903
1999-07-12,50.730285,50.99423,49.991238,50.281578,44.903097
1999-07-13,50.044014,50.228776,49.648096,50.044014,44.971189
1999-07-14,50.545532,50.994239,49.83288,50.89526,45.049653
1999-07-15,51.073395,51.363735,50.789654,51.363735,45.133283
1999-07-16,51.390134,52.12918,51.370338,51.83884,45.222099
1999-07-19,52.049998,52.049998,51.106394,51.310951,45.302746
1999-07-20,50.684071,50.756656,49.19938,49.331352,45.356105
1999-07-21,49.436936,49.99782,49.041018,49.568909,45.411903
1999-07-22,49.568894,49.568894,48.169984,48.308556,45.45027
1999-07-23,48.671504,48.876062,47.879669,48.381165,45.489089
1999-07-26,47.721307,48.249198,47.114233,47.193417,45.511663
1999-07-27,48.143608,48.882655,47.734493,48.143608,45.546524
1999-07-28,48.724298,49.357767,48.097428,49.087223,45.59342
1999-07-29,48.169997,48.565915,47.562924,48.038025,45.625799
1999-07-30,48.249202,48.777093,47.72791,47.800495,45.654603
1999-08-02,47.879663,48.829866,47.483745,47.668507,45.681277
1999-08-03,48.321783,48.328382,46.665527,47.358383,45.703491
1999-08-04,47.358367,47.714693,46.460954,46.500546,45.714048
1999-08-05,46.507149,47.239597,45.398579,47.239597,45.734254
1999-08-06,46.903078,47.774098,46.401582,46.731514,45.747462
1999-08-09,46.903063,47.035036,46.038643,46.131023,45.752543
1999-08-10,46.005664,46.342194,44.712332,45.715324,45.75205
1999-08-11,46.533549,47.29899,45.834094,47.219807,45.77149
1999-08-12,47.404555,47.721289,46.55993,46.665508,45.783331
1999-08-13,47.642107,48.750676,47.562923,48.697887,45.821935
1999-08-16,48.671509,49.252189,48.354775,49.087223,45.865184
1999-08-17,49.516114,49.568903,48.433939,49.331352,45.911093
1999-08-18,49.093826,49.700901,48.59233,48.777092,45.949053
1999-08-19,48.328376,48.671505,47.886268,48.196404,45.97882
1999-08-20,48.249197,48.961849,47.985252,48.961849,46.01833
1999-08-23,49.410572,50.519142,49.298395,50.519142,46.077943
1999-08-24,50.149592,51.416529,50.050612,50.862244,46.141312
1999-08-25,51.178986,52.155584,50.624701,51.944427,46.218174
1999-08-26,51.94443,52.129192,51.000826,51.080009,46.282569
1999-08-27,51.462714,51.469313,50.439927,50.571899,46.339382
1999-08-30,50.783061,50.941428,49.72728,49.859253,46.386002
